artist,gender,category
Alun Tan Lan,male,Welsh_male_singers
Alvaleta Guess,female,American_female_singers
Alvaro Estrella,male,Swedish_male_singers
Alvie Self,male,American_male_guitarists
Alvin Cash,male,American_male_singers
Alvin Lee,male,English_male_singers
Alvin Slaughter,male,American_male_singers
Alvin Stardust,male,English_male_singers
Alvin Youngblood Hart,male,American_male_guitarists
Alvino Rey,male,American_male_guitarists
Alx Veliz,male,Canadian_male_singers
Aly Michalka,female,American_female_guitarists
Aly Tadros,female,American_female_guitarists
Alyce King Clarke,female,American_female_singers
Alyce Platt,female,Australian_female_singers
Alycia Bellamy,female,American_female_pop_singers
Alyse Black,female,American_female_singer-songwriters
Alyson,female,American_female_pop_singers
Alyson Cambridge,female,African-American_female_singers
Alyson Leigh Rosenfeld,female,American_female_singers
Alyson Stoner,female,American_female_singers
Alyson Williams,female,African-American_female_singers
Alyssa Graham,female,American_female_jazz_singers
Alyssa Milano,female,American_female_singers
Alyssa Rubino,female,Canadian_female_pop_singers
Amalia Bakas,female,American_female_singers
Amanda,female,French_female_singers
Amanda Ayala,female,American_female_pop_singers
Amanda Balon,female,American_female_singers
Amanda Bergman,female,Swedish_female_singers
Amanda Brown,female,African-American_female_singers
Amanda Cook,female,Canadian_female_singers
Amanda Fondell,female,Swedish_female_singers
Amanda Ghost,female,English_female_pop_singers
Amanda Grace,female,American_female_singers
Amanda Jenssen,female,Swedish_female_singers
Amanda Kramer,female,American_female_singers
Amanda Mair,female,Swedish_female_singers
Amanda Marshall,female,Canadian_female_pop_singers
Amanda McBroom,female,American_female_singer-songwriters
Amanda Overmyer,female,American_female_singers
Amanda Palmer,female,American_female_rock_singers
Amanda Perez,female,American_female_singers
Amanda Randolph,female,African-American_female_singer-songwriters
Amanda Richards,female,American_female_guitarists
Amanda Seyfried,female,American_female_singer-songwriters
Amanda Somerville,female,American_female_singer-songwriters
Amanda Stott,female,Canadian_female_singers
Amanda Sudano,female,African-American_female_singers
Amanda Wilkinson,female,Canadian_female_singers
Amanda Wilson,female,English_female_singers
Amanda-Jane Manning,female,English_female_singers
Amandine Bourgeois,female,French_female_singers
Amar,female,English_female_singers
Amaury Vassili,male,French_male_singers
Amba Shepherd,female,Australian_female_singers
Amber,female,Female_rock_singers
Amber Dotson,female,American_female_country_singers
Amber Hayes,female,American_female_country_singers
Amber Holcomb,female,African-American_female_singers
Amber Lawrence,female,Australian_female_singers
Amber Liu,female,American_female_guitarists
Amber Riley,female,African-American_female_singers
Amber Sweeney,female,American_female_singers
AmberRose Marie,female,American_female_singer-songwriters
Ambrosia Parsley,female,American_female_rock_singers
Amedeo Minghi,male,Male_songwriters
Amel Bent,female,French_female_singers
Amel Larrieux,female,African-American_female_singer-songwriters
Amelia Curran,female,Canadian_female_singers
Amelia Fletcher,female,English_female_singer-songwriters
Amelia Lily,female,English_female_pop_singers
Amelia Warner,female,English_female_singers
Amelle Berrabah,female,English_female_pop_singers
America Olivo,female,American_female_singers
Amerie,female,African-American_female_singer-songwriters
Amie Comeaux,female,American_female_country_singers
Amie Miriello,female,American_female_guitarists
Amii Stewart,female,American_female_singers
Amil,female,African-American_female_singer-songwriters
Amin Bhatia,male,English_male_composers
Amina Annabi,female,French_female_singers
Amina Claudine Myers,female,American_female_jazz_singers
Amine,male,French_male_singers
Aminé,male,African-American_male_rappers
Amir Derakh,male,American_male_guitarists
Amir Haddad,male,French_male_singers
Amir Obè,male,African-American_male_rappers
Amir Válá Meshkin,male,Australian_male_singers
Amir-John Haddad,male,Male_guitarists
Amit Arya,male,Canadian_male_singers
Amos Garrett,male,American_male_guitarists
Amos Lee,male,American_male_guitarists
Ampie du Preez,male,Male_guitarists
Amplify Dot,female,English_female_rappers
Amrita Hunjan,female,British_female_singers
Amtrac,male,American_male_singers
Amuka,female,American_female_singers
Amy Adams,female,American_female_singers
Amy Allison,female,American_female_country_singers
Amy Birnbaum,female,American_female_singers
Amy Black,female,American_female_singer-songwriters
Amy Cook,female,American_female_guitarists
Amy Correia,female,American_female_singer-songwriters
Amy Crawford,female,American_female_singer-songwriters
Amy Dalley,female,American_female_country_singers
Amy Davis,female,American_female_singers
Amy Deasismont,female,Swedish_female_singers
Amy Farina,female,American_female_singers
Amy Farris,female,American_female_singers
Amy Gore,female,American_female_guitarists
Amy Grant,female,American_female_singers
Amy Helm,female,American_female_singer-songwriters
Amy Holland,female,American_female_singers
Amy Honey,female,Canadian_female_singers
Amy H?naiali?i Gilliom,female,American_female_singers
Amy Jo Johnson,female,American_female_singers
Amy Keys,female,African-American_female_singers
Amy Kohn,female,American_female_singers
Amy Kuney,female,American_female_guitarists
Amy LaVere,female,American_female_singer-songwriters
Amy Lee,female,American_female_singer-songwriters
Amy Loftus,female,American_female_country_singers
Amy London,female,American_female_jazz_singers
Amy Madigan,female,American_female_singers
Amy Malkoff,female,American_female_singer-songwriters
Amy Metcalfe,female,Canadian_female_singers
Amy Millan,female,Canadian_female_pop_singers
Amy Nuttall,female,English_female_singers
Amy Parks,female,Australian_female_singers
Amy Pearson,female,English_female_pop_singers
Amy Ray,female,American_female_guitarists
Amy Rigby,female,American_female_singer-songwriters
Amy Schugar,female,American_female_guitarists
Amy Shark,female,Australian_female_singers
Amy Sky,female,Canadian_female_pop_singers
Amy Speace,female,American_female_singer-songwriters
Amy Steinberg,female,American_female_singers
Amy Studt,female,English_female_singers
Amy Vachal,female,American_female_singers
Amy Wadge,female,English_female_singers
Amy Walker,female,American_female_singers
Amy Weber,female,American_female_singers
Amy Winehouse,female,English_female_singers
Amélie-Julie Candeille,female,French_female_singers
Amélie-les-crayons,female,French_female_singers
Ana Egge,female,American_female_guitarists
Ana Free,female,British_female_singers
Ana Golja,female,Canadian_female_singers
Ana Johnsson,female,Swedish_female_singers
Ana Laura,female,American_female_singers
Ana Matronic,female,American_female_pop_singers
Ana Rodríguez,female,American_female_pop_singers
Ana Silvera,female,English_female_singers
Ana Victoria,female,American_female_pop_singers
Anabel Englund,female,American_female_singer-songwriters
Anastacia,female,American_female_pop_singers
Anastasia Horne,female,American_female_singers
Anaïs,female,French_female_singers
Anaïs Croze,female,French_female_singers
Anaïs Delva,female,French_female_singers
Anaïs Lameche,female,Swedish_female_singers
Anaïs Mitchell,female,American_female_guitarists
Andee,female,Canadian_female_pop_singers
Anders Ekborg,male,Swedish_male_singers
Anders Fridén,male,Swedish_male_singers
Anders Hana,male,Male_guitarists
Anders Hansson,male,Swedish_male_singers
Anders Lundström,male,Swedish_male_singers
Anders Manga,male,American_male_singers
Anders Osborne,male,Swedish_male_singers
Anders Parker,male,American_country_singers
Anders Wollbeck,male,Swedish_male_singers
Anderson East,male,American_male_singers
Anderson Paak,male,African-American_male_rappers
Andi Almqvist,male,Swedish_male_singers
Andi Sex Gang,male,British_male_singers
Andra Day,female,American_female_singers
Andra Willis,female,American_female_singers
Andraé Crouch,male,African-American_male_singers
Andre Ethier,male,Canadian_male_singers
Andre Harrell,male,African-American_male_rappers
Andrea Bocelli,male,Male_guitarists
Andrea Britton,female,British_female_singers
Andrea Brown,female,American_female_singers
Andrea Caccese,male,Male_guitarists
Andrea Carroll,female,American_female_singers
Andrea Corr,female,Irish_female_singers
Andrea Lewis,female,Canadian_female_pop_singers
Andrea Libman,female,Canadian_female_singers
Andrea Lindsay,female,Canadian_female_pop_singers
Andrea Lo Vecchio,male,Male_songwriters
Andrea Marcovicci,female,American_female_singers
Andrea Martin,female,African-American_female_singer-songwriters
Andrea McEwan,female,Australian_female_singers
Andrea Myrander,female,Swedish_female_singers
Andrea Robinson,female,American_female_singers
Andrea True,female,American_female_singers
Andrea Zonn,female,American_female_country_singers
Andreas Hedlund,male,Swedish_male_singers
Andreas Johnson,male,Swedish_male_singers
Andreas Kisser,male,Male_guitarists
Andreas Lundstedt,male,Swedish_male_singers
Andreas Poulimenos,male,American_male_singers
Andreas Weise,male,Swedish_male_singers
Andreena Mill,female,Canadian_female_singers
Andrei Krylov,male,Male_guitarists
Andrei Martinez Agras,male,Male_guitarists
Andrei Ryabov,male,American_male_guitarists
Andrei Sychra,male,Male_guitarists
"Andrew ""Jr. Boy"" Jones",male,American_male_guitarists
Andrew Adkins,male,American_male_guitarists
Andrew Allen,male,Canadian_male_singers
Andrew Bird,male,American_male_guitarists
Andrew Bodnar,male,Male_guitarists
Andrew Brel,male,Male_guitarists
Andrew Calhoun,male,American_male_singer-songwriters
Andrew Capra,male,American_male_guitarists
Andrew Cash,male,Canadian_male_singers
Andrew Cheshire,male,American_male_guitarists
Andrew Collberg,male,American_male_guitarists
Andrew Combs,male,American_country_singers
Andrew Davenport,male,English_male_composers
Andrew De Silva,male,Australian_male_singers
Andrew Edge,male,English_male_singers
Andrew Eldritch,male,English_male_singers
Andrew F,male,Canadian_male_singers
Andrew Falkous,male,English_male_singers
Andrew Farriss,male,Australian_male_singers
Andrew Foster,male,English_male_singers
Andrew Freeman,male,American_male_singers
Andrew Garcia,male,American_male_guitarists
Andrew Gold,male,American_male_singers
Andrew Goldstein,male,American_male_singer-songwriters
Andrew Hansen,male,Australian_male_singers
Andrew Heringer,male,American_male_singer-songwriters
Andrew Horowitz,male,American_male_singer-songwriters
Andrew Innes,male,Male_guitarists
Andrew Irvine,male,American_male_guitarists
Andrew Jenkins,male,American_country_singers
Andrew Johnston,male,British_male_singers
Andrew Kenny,male,American_male_singers
Andrew Langtree,male,English_male_singers
Andrew Lloyd Webber,male,English_male_composers
Andrew Lowe Watson,male,English_male_composers
Andrew Martin,male,English_male_singers
Andrew Matheson,male,British_male_singers
Andrew McDermott,male,English_male_singers
Andrew McMahon,male,American_male_singer-songwriters
Andrew Mikhail,male,American_male_guitarists
Andrew Montgomery,male,Scottish_male_singers
Andrew Odom,male,African-American_male_singers
Andrew Osenga,male,American_male_singer-songwriters
Andrew Pope,male,American_country_singers
Andrew Ridgeley,male,English_male_singers
Andrew Roachford,male,British_male_singers
Andrew Rodriguez,male,Canadian_male_singers
Andrew Schwab,male,American_male_singers
Andrew Scott,male,Canadian_male_singers
Andrew Sega,male,American_male_guitarists
Andrew Stockdale,male,Australian_male_singers
Andrew Tibbs,male,American_male_singers
Andrew Tierney,male,Australian_male_singers
Andrew W.K.,male,American_male_singers
Andrew Watt,male,American_male_singer-songwriters
Andrew Watts,male,British_male_singers
Andrew Weiss,male,American_male_guitarists
Andrew Whiteman,male,Canadian_male_singers
Andrew Winton,male,Australian_male_singers
Andrew Wood,male,American_male_singers
Andrew York,male,American_male_guitarists
Andrey Makarevich,male,Male_guitarists
Andreya Triana,female,English_female_singers
